name,age,email,joindate,department,salary,performancescore,active
David,40.5,noemail@example.com,2020-01-01,unknown,73484.0,3.0,N
Unknown,40.5,user@example.com,2020-01-01,it,73484.0,3.0,N
David,21.0,noemail@example.com,2020-01-01,finance,73484.0,3.0,Y
Bob,25.0,test@site.org,2022-12-12,it,84748.0,1.0,N
Charlie,40.5,user@example.com,2020-01-01,hr,73484.0,5.0,N
Bob,47.0,noemail@example.com,2022-12-12,hr,73484.0,5.0,N
Bob,39.0,test@site.org,2020-01-01,finance,73484.0,3.0,Y
Eve,40.5,noemail@example.com,2020-01-01,unknown,73484.0,4.0,Y
Eve,40.5,noemail@example.com,2022-12-12,unknown,40647.0,3.0,Y
Charlie,40.5,noemail@example.com,2020-01-01,finance,73484.0,3.0,N
Unknown,58.0,noemail,2020-01-01,finance,73484.0,4.0,N
Eve,40.5,noemail@example.com,2020-01-01,hr,117545.0,2.0,N
David,40.5,noemail@example.com,2020-01-01,unknown,119912.0,3.0,N
Eve,40.5,noemail@example.com,2020-01-01,unknown,73484.0,3.0,N
Charlie,40.5,noemail@example.com,2022-12-12,it,73484.0,5.0,Y
Bob,40.5,noemail@example.com,2020-01-01,finance,73484.0,4.0,N
Bob,25.0,test@site.org,2022-12-12,hr,73484.0,3.0,Y
Eve,40.5,noemail@example.com,2020-01-01,unknown,73484.0,1.0,N
David,46.0,noemail@example.com,2020-01-01,unknown,73484.0,5.0,Y
Alice,40.5,noemail,2020-01-01,finance,73484.0,1.0,N
Unknown,40.5,test@site.org,2020-01-01,it,43403.0,3.0,Y
Alice,52.0,noemail,2020-01-01,finance,62097.0,5.0,N
Unknown,43.0,noemail@example.com,2020-01-01,unknown,73484.0,5.0,Y
Bob,40.5,test@site.org,2020-01-01,it,82921.0,3.0,Y
Unknown,40.5,noemail,2020-01-01,finance,73484.0,1.0,Y
Bob,40.5,noemail@example.com,2020-01-01,finance,73484.0,3.0,N
Unknown,40.5,user@example.com,2020-01-01,it,52677.0,3.0,Y
David,40.5,test@site.org,2020-01-01,unknown,73484.0,2.0,N
Eve,40.5,noemail,2020-01-01,it,73484.0,3.0,N
Alice,40.5,noemail,2020-01-01,hr,73484.0,1.0,N
David,36.0,noemail,2022-12-12,it,73484.0,2.0,Y
David,21.0,noemail@example.com,2020-01-01,it,73484.0,4.0,N
Eve,40.5,user@example.com,2022-12-12,it,73484.0,3.0,N
David,40.5,test@site.org,2020-01-01,it,73484.0,3.0,N
Eve,42.0,test@site.org,2020-01-01,it,73484.0,3.0,Y
Charlie,56.0,test@site.org,2020-01-01,unknown,73484.0,3.0,N
Eve,40.5,noemail@example.com,2022-12-12,hr,73484.0,3.0,N
Unknown,40.5,test@site.org,2022-12-12,unknown,73484.0,3.0,N
Alice,40.5,test@site.org,2022-12-12,finance,73484.0,5.0,N
Unknown,40.5,user@example.com,2020-01-01,it,84021.0,3.0,N
Unknown,40.5,noemail@example.com,2020-01-01,it,73484.0,2.0,Y
Alice,40.5,noemail@example.com,2020-01-01,unknown,88335.0,1.0,N
Unknown,51.0,noemail,2020-01-01,it,73484.0,3.0,N
Eve,25.0,noemail@example.com,2020-01-01,it,73484.0,3.0,Y
Unknown,51.0,noemail@example.com,2020-01-01,unknown,73484.0,1.0,N
Charlie,40.5,noemail@example.com,2020-01-01,it,73484.0,2.0,Y
Unknown,30.0,user@example.com,2022-12-12,unknown,69734.0,5.0,Y
Unknown,40.5,test@site.org,2020-01-01,unknown,73484.0,3.0,Y
Charlie,40.5,noemail@example.com,2022-12-12,finance,103523.0,3.0,N
Charlie,40.5,noemail@example.com,2022-12-12,it,113613.0,3.0,N
David,53.0,user@example.com,2020-01-01,hr,73484.0,3.0,N
Bob,40.5,noemail@example.com,2020-01-01,it,73484.0,5.0,Y
David,40.5,noemail@example.com,2020-01-01,it,73484.0,4.0,N
Alice,30.0,noemail@example.com,2022-12-12,it,73484.0,2.0,Y
Unknown,40.5,user@example.com,2020-01-01,hr,73484.0,3.0,Y
Unknown,40.5,noemail,2020-01-01,unknown,55945.0,3.0,N
Charlie,40.5,noemail,2020-01-01,it,73484.0,2.0,Y
